"grade","schlcode","c_size","c_boys","c_girls","c_numcl","c_pik","c_status","c_leom","c_tip","c_numrd","c_type","flgrm","mrkgrm","ngrm","flmth","mrkmth","nmth","towncode","townname","popcode","tip_a","classid","classize","cohsize","mathsize","avgmath","passmath","verbsize","avgverb","passverb","studchk","misskov2","missagg","nmiss_k","nmiss_a","classct","math_n","flmath_n","nmath_n","verb_n","flverb_n","nverb_n","impute","nverb_m","nmath_m","tip_s","townid","tipuach"
4,21145,97,56,41,17,1,1,1,"1",3,3,5,81,95,7.36999988555908,76,95,802,"ŒŒ„",11,3,1,31,97,28,70.8600006103516,7.09999990463257,28,81.1100006103516,7.09999990463257,1,0,0,0,0,3,76.1474761962891,7.36526298522949,95,80.9372634887695,5.24631595611572,95,0,,,3,802,3
4,21145,97,56,41,17,1,1,1,"1",3,3,5,81,95,7.36999988555908,76,95,802,"ŒŒ„",11,3,2,30,97,33,81.2699966430664,9.10000038146973,33,83.2399978637695,3,1,0,0,0,0,3,76.1474761962891,7.36526298522949,95,80.9372634887695,5.24631595611572,95,0,,,3,802,3
4,21145,97,56,41,17,1,1,1,"1",3,3,5,81,95,7.36999988555908,76,95,802,"ŒŒ„",11,3,3,36,97,34,75.5299987792969,5.90000009536743,34,78.5599975585938,5.90000009536743,1,0,0,0,0,3,76.1474761962891,7.36526298522949,95,80.9372634887695,5.24631595611572,95,0,,,3,802,3
4,21146,62,29,33,12,1,1,1,"3",3,2,9,76,46,26.0900001525879,67,46,91009,"„‰˜„",11,17,1,27,53,23,64.3899993896484,34.7999992370605,23,73.6999969482422,4.30000019073486,1,0,0,0,0,2,66.7149963378906,26.1000003814697,46,76.3300018310547,8.64999961853027,46,0,,,17,91009,17
4,21146,62,29,33,12,1,1,1,"3",3,2,9,76,46,26.0900001525879,67,46,91009,"„‰˜„",11,17,2,26,53,23,69.0400009155273,17.3999996185303,23,78.9599990844727,13,1,0,0,0,0,2,66.7149963378906,26.1000003814697,46,76.3300018310547,8.64999961853027,46,0,,,17,91009,17
4,21147,118,55,63,19,1,1,1,"1",3,3,5,77,105,14.1499996185303,77,106,91009,"„‰˜„",11,3,2,39,118,39,76.8499984741211,20.5,39,72.2600021362305,5.09999990463257,1,0,0,1,0,3,73.5005264282227,22.3500003814697,76,73.7830123901367,6.82328748703003,73,0,,,3,91009,3
4,21147,118,55,63,19,1,1,1,"1",3,3,5,77,105,14.1499996185303,77,106,91009,"„‰˜„",11,3,3,39,118,37,69.9700012207031,24.2999992370605,34,75.5299987792969,8.80000019073486,1,0,0,1,0,3,73.5005264282227,22.3500003814697,76,73.7830123901367,6.82328748703003,73,0,,,3,91009,3
4,21147,118,55,63,19,1,1,1,"1",3,3,5,77,105,14.1499996185303,77,106,91009,"„‰˜„",11,3,1,40,118,30,85.8653335571289,,32,84.338752746582,0.840624988079071,,1,0,1,0,3,73.5005264282227,22.3500003814697,76,73.7830123901367,6.82328748703003,73,1,32,30,3,91009,3
4,21148,40,22,18,11,1,1,1,"5",2,1,39,61,31,38.7099990844727,62,31,91009,"„‰˜„",11,38,1,32,32,31,61.6800003051758,38.7000007629395,31,61.0299987792969,38.7000007629395,1,0,0,0,0,1,61.6800003051758,38.7000007629395,31,61.0299987792969,38.7000007629395,31,0,,,38,91009,38
4,21149,69,31,38,17,1,1,1,"5",2,2,12,70,59,24.5900001525879,69,61,91009,"„‰˜„",11,20,1,35,69,31,66.7399978637695,35.5,30,66.1999969482422,16.7000007629395,1,0,0,0,0,2,69.3613128662109,24.5819664001465,61,70.3386459350586,11.8830509185791,59,0,,,20,91009,20
4,21149,69,31,38,17,1,1,1,"5",2,2,12,70,59,24.5900001525879,69,61,91009,"„‰˜„",11,20,2,34,69,30,72.0699996948242,13.3000001907349,29,74.620002746582,6.90000009536743,1,0,0,0,0,2,69.3613128662109,24.5819664001465,61,70.3386459350586,11.8830509185791,59,0,,,20,91009,20
4,21151,120,56,64,19,1,1,1,"1",3,3,11,80,104,11.4300003051758,78,105,91009,"„‰˜„",11,4,2,40,120,33,83.2399978637695,9.10000038146973,33,84.5199966430664,3,1,0,0,1,0,3,79.4395751953125,9.99857139587402,70,81.9141464233398,7.12285709381104,70,0,,,4,91009,4
4,21151,120,56,64,19,1,1,1,"1",3,3,11,80,104,11.4300003051758,78,105,91009,"„‰˜„",11,4,3,40,120,37,76.0500030517578,10.8000001907349,37,79.5899963378906,10.8000001907349,1,0,0,1,0,3,79.4395751953125,9.99857139587402,70,81.9141464233398,7.12285709381104,70,0,,,4,91009,4
4,21151,120,56,64,19,1,1,1,"1",3,3,11,80,104,11.4300003051758,78,105,91009,"„‰˜„",11,4,1,40,120,35,75.1208572387695,14.292857170105,34,76.0591201782227,18.9823532104492,,1,0,1,0,3,79.4395751953125,9.99857139587402,70,81.9141464233398,7.12285709381104,70,1,34,35,4,91009,4
4,21153,31,15,16,7,2,1,1,"7",1,1,27,69,30,46.6699981689453,62,30,91009,"„‰˜„",12,30,1,31,31,30,62.1699981689453,46.7000007629395,30,69.4700012207031,26.7000007629395,1,0,0,0,0,1,62.1699981689453,46.7000007629395,30,69.4700012207031,26.7000007629395,30,0,,,30,91009,30
4,21160,36,22,14,12,1,2,1,"2",1,1,7,70,27,29.6299991607666,62,27,10611,"š‰Œ’ š˜–",11,24,1,38,38,27,62.3300018310547,29.6000003814697,27,69.5199966430664,7.40000009536743,1,0,0,0,0,1,62.3300018310547,29.6000003814697,27,69.5199966430664,7.40000009536743,27,0,,,24,10611,24
4,21162,49,25,24,11,1,2,1,"3",3,2,15,72,27,25.9300003051758,69,27,10611,"š‰Œ’ š˜–",11,22,1,21,41,14,70.4300003051758,28.6000003814697,14,75.6399993896484,7.09999990463257,1,0,0,0,0,2,69.3322219848633,25.9518527984619,27,72.3322219848633,14.8037033081055,27,0,,,22,10611,22
4,21162,49,25,24,11,1,2,1,"3",3,2,15,72,27,25.9300003051758,69,27,10611,"š‰Œ’ š˜–",11,22,2,20,41,13,68.1500015258789,23.1000003814697,13,68.7699966430664,23.1000003814697,1,0,0,0,0,2,69.3322219848633,25.9518527984619,27,72.3322219848633,14.8037033081055,27,0,,,22,10611,22
4,21163,27,14,13,6,1,1,1,"0",1,1,23,65,26,69.2300033569336,53,26,5785,"€‘€‘",11,20,1,27,27,26,53,69.2300033569336,26,65,23,,1,0,1,0,1,,,,,,,1,,,20,5785,20
4,21166,31,17,14,6,1,1,1,"1",1,1,19,78,31,25.8099994659424,75,31,3764,"…˜’",11,2,1,33,33,31,74.9400024414062,25.7999992370605,31,78.1600036621094,19.3999996185303,1,0,0,0,0,1,74.9400024414062,25.7999992370605,31,78.1600036621094,19.3999996185303,31,0,,,2,3764,2
4,21168,51,25,26,14,1,1,1,"1",2,2,5,76,42,25.5799999237061,64,43,2733,"‚ ‰’",11,0,1,26,51,24,65.7900009155273,25,23,77.3499984741211,4.30000019073486,1,0,0,0,0,2,63.5586051940918,25.5744190216064,43,76.3819046020508,4.75238084793091,42,0,,,0,2733,0
4,21168,51,25,26,14,1,1,1,"1",2,2,5,76,42,25.5799999237061,64,43,2733,"‚ ‰’",11,0,2,25,51,19,60.7400016784668,26.2999992370605,19,75.2099990844727,5.30000019073486,1,0,0,0,0,2,63.5586051940918,25.5744190216064,43,76.3819046020508,4.75238084793091,42,0,,,0,2733,0
4,21171,21,12,9,6,1,1,1,"0",1,1,5,88,21,4.76000022888184,83,21,2899,"•˜”Ž„ ‰’",11,0,1,21,21,21,82.8099975585938,4.80000019073486,21,88.1399993896484,4.80000019073486,1,0,0,0,0,1,82.8099975585938,4.80000019073486,21,88.1399993896484,4.80000019073486,21,0,,,0,2899,0
4,21173,28,15,13,6,1,1,1,"1",1,1,16,82,25,20,71,25,2709,"ˆ”…™„ ‰’",11,4,1,28,28,25,71.120002746582,20,25,81.5199966430664,16,1,0,0,0,0,1,71.120002746582,20,25,81.5199966430664,16,25,0,,,4,2709,4
4,21175,43,19,24,11,1,1,1,"0",2,2,9,76,34,48.5699996948242,65,35,893,"(ƒ…‡€) ƒ…˜‡ ‰’",11,0,1,22,43,18,62.8300018310547,44.4000015258789,18,75.8300018310547,5.59999990463257,1,0,0,0,0,2,65.054573059082,48.5285720825195,35,75.8205871582031,8.84705924987793,34,0,,,0,893,0
4,21175,43,19,24,11,1,1,1,"0",2,2,9,76,34,48.5699996948242,65,35,893,"(ƒ…‡€) ƒ…˜‡ ‰’",11,0,2,21,43,17,67.4100036621094,52.9000015258789,16,75.8099975585938,12.5,1,0,0,0,0,2,65.054573059082,48.5285720825195,35,75.8205871582031,8.84705924987793,34,0,,,0,893,0
4,21176,19,11,8,6,1,1,1,"1",1,1,0,84,16,12.5,75,16,828,"(ƒ‡…€Ž) ƒ…˜‡ ‰’",11,3,1,19,19,16,74.6900024414062,12.5,16,84,0,1,0,0,0,0,1,74.6900024414062,12.5,16,84,0,16,0,,,3,828,3
4,21178,47,20,27,12,1,2,1,"5",2,2,29,63,42,40.9099998474121,56,44,76000,"…‹’",11,21,1,23,47,22,53.4500007629395,50,21,64.620002746582,14.3000001907349,1,0,0,0,0,2,56.5449981689453,40.9000015258789,44,62.4749984741211,28.6000003814697,42,0,,,21,76000,21
4,21178,47,20,27,12,1,2,1,"5",2,2,29,63,42,40.9099998474121,56,44,76000,"…‹’",11,21,2,24,47,22,59.6399993896484,31.7999992370605,21,60.3300018310547,42.9000015258789,1,0,0,0,0,2,56.5449981689453,40.9000015258789,44,62.4749984741211,28.6000003814697,42,0,,,21,76000,21
4,21179,102,55,47,22,1,2,1,"4",3,3,27,65,79,32.9300003051758,62,82,76000,"…‹’",11,23,1,33,102,32,68,12.5,32,70.6600036621094,18.7999992370605,1,0,0,0,0,3,61.7945137023926,32.9463424682617,82,65.3434143066406,26.6177215576172,79,0,,,23,76000,23
4,21179,102,55,47,22,1,2,1,"4",3,3,27,65,79,32.9300003051758,62,82,76000,"…‹’",11,23,2,35,102,27,55.0400009155273,55.5999984741211,24,64.4199981689453,29.2000007629395,1,0,0,0,0,3,61.7945137023926,32.9463424682617,82,65.3434143066406,26.6177215576172,79,0,,,23,76000,23
4,21179,102,55,47,22,1,2,1,"4",3,3,27,65,79,32.9300003051758,62,82,76000,"…‹’",11,23,3,34,102,23,61.0900001525879,34.7999992370605,23,58.9099998474121,34.7999992370605,1,0,0,0,0,3,61.7945137023926,32.9463424682617,82,65.3434143066406,26.6177215576172,79,0,,,23,76000,23
4,21181,91,43,48,17,1,2,1,"2",3,3,12,76,89,6.82000017166138,76,88,76000,"…‹’",11,15,2,33,91,33,76.1800003051758,6.09999990463257,33,73.1500015258789,6.09999990463257,1,0,0,1,0,3,75.6985015869141,8.35000038146973,60,74.3939361572266,14.7754096984863,61,0,,,15,76000,15
4,21181,91,43,48,17,1,2,1,"2",3,3,12,76,89,6.82000017166138,76,88,76000,"…‹’",11,15,3,29,91,27,75.1100006103516,11.1000003814697,28,75.8600006103516,25,1,0,0,1,0,3,75.6985015869141,8.35000038146973,60,74.3939361572266,14.7754096984863,61,0,,,15,76000,15
4,21181,91,43,48,17,1,2,1,"2",3,3,12,76,89,6.82000017166138,76,88,76000,"…‹’",11,15,1,29,91,28,76.6460723876953,3.541428565979,28,79.4989318847656,5.95357131958008,,1,0,1,0,3,75.6985015869141,8.35000038146973,60,74.3939361572266,14.7754096984863,61,1,28,28,15,76000,15
4,21182,62,33,29,12,1,2,1,"2",2,2,18,68,55,18.6399993896484,69,59,76000,"…‹’",11,5,1,31,62,29,69.6600036621094,10.3000001907349,28,70.9599990844727,10.6999998092651,1,0,0,0,0,2,69.156608581543,18.6389827728271,59,68.4170913696289,18.1618175506592,55,0,,,5,76000,5
4,21182,62,33,29,12,1,2,1,"2",2,2,18,68,55,18.6399993896484,69,59,76000,"…‹’",11,5,2,31,62,30,68.6699981689453,26.7000007629395,27,65.7799987792969,25.8999996185303,1,0,0,0,0,2,69.156608581543,18.6389827728271,59,68.4170913696289,18.1618175506592,55,0,,,5,76000,5
4,21184,70,38,32,14,2,2,1,"4",3,2,6,67,51,20.75,67,53,76000,"…‹’",12,33,1,31,56,23,65.870002746582,26.1000003814697,23,67.6500015258789,4.30000019073486,1,0,0,0,0,2,67.415283203125,20.7792453765869,53,67.0186309814453,5.83725500106812,51,0,,,33,76000,33
4,21184,70,38,32,14,2,2,1,"4",3,2,6,67,51,20.75,67,53,76000,"…‹’",12,33,2,25,56,30,68.5999984741211,16.7000007629395,28,66.5,7.09999990463257,1,0,0,0,0,2,67.415283203125,20.7792453765869,53,67.0186309814453,5.83725500106812,51,0,,,33,76000,33
4,21185,29,17,12,7,2,2,1,"6",1,1,14,68,29,17.2399997711182,65,29,76000,"…‹’",12,35,1,29,29,29,64.8600006103516,17.2000007629395,29,68.4100036621094,13.8000001907349,1,0,0,0,0,1,64.8600006103516,17.2000007629395,29,68.4100036621094,13.8000001907349,29,0,,,35,76000,35
4,21190,81,32,49,15,1,1,1,"5",3,2,31,58,70,36.6199989318848,61,71,77008,"„Œ…”’",11,30,1,36,72,36,61.189998626709,30.6000003814697,35,60.5099983215332,22.8999996185303,1,0,0,0,0,2,60.6033821105957,36.6633796691895,71,58.0400009155273,31.4500007629395,70,0,,,30,77008,30
4,21190,81,32,49,15,1,1,1,"5",3,2,31,58,70,36.6199989318848,61,71,77008,"„Œ…”’",11,30,2,36,72,35,60,42.9000015258789,35,55.5699996948242,40,1,0,0,0,0,2,60.6033821105957,36.6633796691895,71,58.0400009155273,31.4500007629395,70,0,,,30,77008,30
4,21191,149,68,81,21,1,1,1,"2",4,3,15,70,123,28.6800003051758,69,129,77008,"„Œ…”’",11,11,1,47,149,36,63.1399993896484,38.9000015258789,34,69.1800003051758,17.6000003814697,1,0,0,1,0,4,67.3942413330078,29.2999992370605,99,70.3374710083008,15.7600002288818,95,0,,,11,77008,11
4,21191,149,68,81,21,1,1,1,"2",4,3,15,70,123,28.6800003051758,69,129,77008,"„Œ…”’",11,11,3,42,149,30,69.2699966430664,36.7000007629395,29,69.8600006103516,17.2000007629395,1,0,0,1,0,4,67.3942413330078,29.2999992370605,99,70.3374710083008,15.7600002288818,95,0,,,11,77008,11
4,21191,149,68,81,21,1,1,1,"2",4,3,15,70,123,28.6800003051758,69,129,77008,"„Œ…”’",11,11,4,15,149,33,70.3300018310547,12.1000003814697,32,72,12.5,1,0,0,1,0,4,67.3942413330078,29.2999992370605,99,70.3374710083008,15.7600002288818,95,0,,,11,77008,11
4,21191,149,68,81,21,1,1,1,"2",4,3,15,70,123,28.6800003051758,69,129,77008,"„Œ…”’",11,11,2,45,149,30,74.2990036010742,26.6340007781982,28,68.8550033569336,12.4214286804199,,1,0,1,0,4,67.3942413330078,29.2999992370605,99,70.3374710083008,15.7600002288818,95,1,28,30,11,77008,11
4,21192,60,33,27,14,1,1,1,"4",2,2,36,57,55,26.6700000762939,58,60,77008,"„Œ…”’",11,20,1,30,60,30,55.8699989318848,36.7000007629395,28,57.2900009155273,39.2999992370605,1,0,0,1,0,2,55.8699989318848,36.7000007629395,30,57.2900009155273,39.2999992370605,28,0,,,20,77008,20
4,21192,60,33,27,14,1,1,1,"4",2,2,36,57,55,26.6700000762939,58,60,77008,"„Œ…”’",11,20,2,30,60,30,60.1300010681152,16.6399993896484,27,56.6992607116699,32.5777778625488,,1,0,1,0,2,55.8699989318848,36.7000007629395,30,57.2900009155273,39.2999992370605,28,1,27,30,20,77008,20
4,21194,60,30,30,13,2,1,1,"4",2,2,14,68,50,38,65,50,77008,"„Œ…”’",12,28,1,31,60,31,61.6500015258789,41.9000015258789,31,64.0999984741211,29,1,0,0,0,0,2,59.8984222412109,45.5947380065918,57,62.4761390686035,22.7964916229248,57,0,,,28,77008,28
4,21194,60,30,30,13,2,1,1,"4",2,2,14,68,50,38,65,50,77008,"„Œ…”’",12,28,2,29,60,26,57.810001373291,50,26,60.5400009155273,15.3999996185303,1,0,0,0,0,2,59.8984222412109,45.5947380065918,57,62.4761390686035,22.7964916229248,57,0,,,28,77008,28
4,21195,55,29,26,12,2,1,1,"8",2,2,30,58,46,60.8699989318848,50,46,77008,"„Œ…”’",12,71,1,29,55,24,50.2900009155273,62.5,24,56.5400009155273,29.2000007629395,1,0,0,0,0,2,50.21826171875,60.8739128112793,46,57.8456535339355,30.4434776306152,46,0,,,71,77008,71
4,21195,55,29,26,12,2,1,1,"8",2,2,30,58,46,60.8699989318848,50,46,77008,"„Œ…”’",12,71,2,26,55,22,50.1399993896484,59.0999984741211,22,59.2700004577637,31.7999992370605,1,0,0,0,0,2,50.21826171875,60.8739128112793,46,57.8456535339355,30.4434776306152,46,0,,,71,77008,71
4,21196,21,18,3,8,2,1,1,"8",1,1,38,55,16,64.7099990844727,56,17,77008,"„Œ…”’",12,76,1,21,21,17,55.7599983215332,64.6999969482422,16,55.189998626709,37.5,1,0,0,0,0,1,55.7599983215332,64.6999969482422,17,55.189998626709,37.5,16,0,,,76,77008,76
4,21200,33,14,19,6,1,1,1,"1",1,1,11,76,28,27.5900001525879,68,29,5991,"ƒ…˜”",11,5,1,33,33,29,67.5500030517578,27.6000003814697,28,75.7900009155273,10.6999998092651,1,0,0,0,0,1,67.5500030517578,27.6000003814697,29,75.7900009155273,10.6999998092651,28,0,,,15,5991,5
4,21201,33,13,20,13,2,2,1,"6",2,2,22,61,32,58.060001373291,58,31,20529,"Œˆ‰€",12,49,1,13,33,13,45.4599990844727,69.1999969482422,13,52.3800010681152,30.7999992370605,1,0,0,0,0,2,58.0948371887207,58.0516128540039,31,61.2506256103516,21.8937492370605,32,0,,,49,20529,49
4,21201,33,13,20,13,2,2,1,"6",2,2,22,61,32,58.060001373291,58,31,20529,"Œˆ‰€",12,49,2,20,33,18,67.2200012207031,50,19,67.3199996948242,15.8000001907349,1,0,0,0,0,2,58.0948371887207,58.0516128540039,31,61.2506256103516,21.8937492370605,32,0,,,49,20529,49
4,21203,64,29,35,13,1,2,1,"2",3,2,13,77,48,8.32999992370605,78,48,80002,"š”–",11,8,2,27,57,22,80.4499969482422,0,22,79.4100036621094,4.5,1,0,0,1,0,2,80.4499969482422,0,22,79.4100036621094,4.5,22,0,,,8,80002,8
4,21203,64,29,35,13,1,2,1,"2",3,2,13,77,48,8.32999992370605,78,48,80002,"š”–",11,8,1,30,57,26,75.9269256591797,15.3784618377686,26,74.9607696533203,20.1923084259033,,1,0,1,0,2,80.4499969482422,0,22,79.4100036621094,4.5,22,1,26,26,8,80002,8
4,21204,34,18,16,8,1,2,1,"5",2,1,15,73,26,58.6199989318848,58,29,80002,"š”–",11,41,1,25,25,29,57.5200004577637,58.5999984741211,26,73.3099975585938,15.3999996185303,1,0,0,0,0,1,57.5200004577637,58.5999984741211,29,73.3099975585938,15.3999996185303,26,0,,,41,80002,41
4,21205,102,54,48,20,1,2,1,"4",4,3,10,73,80,30.4899997711182,73,82,80002,"š”–",11,21,1,30,94,27,69.0699996948242,44.4000015258789,27,68.8499984741211,7.40000009536743,1,0,0,1,0,3,70.9250030517578,29.6000003814697,54,70.7750015258789,11.1000003814697,54,0,,,21,80002,21
4,21205,102,54,48,20,1,2,1,"4",4,3,10,73,80,30.4899997711182,73,82,80002,"š”–",11,21,3,31,94,27,72.7799987792969,14.8000001907349,27,72.6999969482422,14.8000001907349,1,0,0,1,0,3,70.9250030517578,29.6000003814697,54,70.7750015258789,11.1000003814697,54,0,,,21,80002,21
4,21205,102,54,48,20,1,2,1,"4",4,3,10,73,80,30.4899997711182,73,82,80002,"š”–",11,21,2,33,94,28,77.0017852783203,32.206428527832,26,77.6211547851562,7.7153844833374,,1,0,1,0,3,70.9250030517578,29.6000003814697,54,70.7750015258789,11.1000003814697,54,1,26,28,21,80002,21
4,21206,44,23,21,8,2,2,1,"7",1,1,22,68,36,44.439998626709,65,36,80002,"š”–",12,32,1,44,44,36,65.3300018310547,44.4000015258789,36,67.6399993896484,22.2000007629395,1,0,0,0,0,1,65.3300018310547,44.4000015258789,36,67.6399993896484,22.2000007629395,36,0,,,32,80002,32
4,21208,68,32,36,16,1,2,1,"8",2,2,17,65,59,32.2000007629395,65,59,28001,"„…Ž™ š‰˜—",11,40,1,34,68,28,66.75,32.0999984741211,28,63.4300003051758,21.3999996185303,1,0,0,1,0,2,66.75,32.0999984741211,28,63.4300003051758,21.3999996185303,28,0,,,40,28001,40
4,21208,68,32,36,16,1,2,1,"8",2,2,17,65,59,32.2000007629395,65,59,28001,"„…Ž™ š‰˜—",11,40,2,34,68,31,63.4193534851074,32.2903213500977,31,66.4180679321289,13.025806427002,,1,0,1,0,2,66.75,32.0999984741211,28,63.4300003051758,21.3999996185303,28,1,31,31,40,28001,40
4,21209,63,29,34,17,1,2,1,"4",2,2,18,71,61,14.289999961853,74,63,28001,"„…Ž™ š‰˜—",11,41,1,32,63,30,66.5699996948242,20,30,67.8300018310547,26.7000007629395,1,0,0,0,0,2,74.0971450805664,14.2904758453369,63,71.0977020263672,18.0606555938721,61,0,,,41,28001,41
4,21209,63,29,34,17,1,2,1,"4",2,2,18,71,61,14.289999961853,74,63,28001,"„…Ž™ š‰˜—",11,41,2,31,63,33,80.9400024414062,9.10000038146973,31,74.2600021362305,9.69999980926514,1,0,0,0,0,2,74.0971450805664,14.2904758453369,63,71.0977020263672,18.0606555938721,61,0,,,41,28001,41
4,21210,56,21,35,16,1,2,1,"6",2,2,19,69,42,23.3999996185303,65,47,28001,"„…Ž™ š‰˜—",11,46,2,28,56,26,61.6199989318848,34.5999984741211,26,58.689998626709,42.2999992370605,1,0,0,1,0,2,61.6199989318848,34.5999984741211,26,58.689998626709,42.2999992370605,26,0,,,46,28001,46
4,21210,56,21,35,16,1,2,1,"6",2,2,19,69,42,23.3999996185303,65,47,28001,"„…Ž™ š‰˜—",11,46,1,28,56,21,69.1847610473633,9.53333377838135,16,85.7537536621094,,,1,0,1,0,2,61.6199989318848,34.5999984741211,26,58.689998626709,42.2999992370605,26,1,16,21,46,28001,46
4,21211,15,4,11,6,2,2,1,"8",1,1,8,63,12,53.8499984741211,66,13,28001,"„…Ž™ š‰˜—",12,56,1,15,15,13,65.8499984741211,53.7999992370605,12,62.75,8.30000019073486,1,0,0,0,0,1,65.8499984741211,53.7999992370605,13,62.75,8.30000019073486,12,0,,,56,28001,56
4,21212,58,33,25,12,2,2,1,"6",2,2,11,71,54,27.7800006866455,66,54,28001,"„…Ž™ š‰˜—",12,44,1,29,58,26,72.0800018310547,23.1000003814697,26,74.120002746582,7.69999980926514,1,0,0,1,0,2,72.0800018310547,23.1000003814697,26,74.120002746582,7.69999980926514,26,0,,,44,28001,44
4,21212,58,33,25,12,2,2,1,"6",2,2,11,71,54,27.7800006866455,66,54,28001,"„…Ž™ š‰˜—",12,44,2,29,58,28,60.3542861938477,32.1257133483887,28,68.1028594970703,14.0642852783203,,1,0,1,0,2,72.0800018310547,23.1000003814697,26,74.120002746582,7.69999980926514,26,1,28,28,44,28001,44
4,21213,20,11,9,6,1,1,1,"0",1,1,20,65,15,35.2900009155273,64,17,5793,"„˜—„ ™€˜ ˜”‹",11,0,1,20,20,17,63.4700012207031,35.2999992370605,15,64.7300033569336,20,1,0,0,0,0,1,63.4700012207031,35.2999992370605,17,64.7300033569336,20,15,0,,,0,5793,0
4,21214,49,24,25,10,1,1,1,"1",2,2,11,79,45,34.0900001525879,74,44,265,"„” ™€˜",11,4,1,24,49,21,69.2900009155273,38.0999984741211,22,73,13.6000003814697,1,0,0,0,0,2,73.5031814575195,34.0750007629395,44,79.1997756958008,11.095555305481,45,0,,,4,265,4
4,21214,49,24,25,10,1,1,1,"1",2,2,11,79,45,34.0900001525879,74,44,265,"„” ™€˜",11,4,2,25,49,23,77.3499984741211,30.3999996185303,23,85.129997253418,8.69999980926514,1,0,0,0,0,2,73.5031814575195,34.0750007629395,44,79.1997756958008,11.095555305481,45,0,,,4,265,4
4,21215,51,22,29,12,1,1,1,"1",2,2,6,80,48,12.5,71,48,3905,"„‚˜",11,3,1,26,51,24,71.9599990844727,12.5,24,79.5800018310547,12.5,1,0,0,0,0,2,70.75,12.5,48,79.6449966430664,6.25,48,0,,,3,3905,3
4,21215,51,22,29,12,1,1,1,"1",2,2,6,80,48,12.5,71,48,3905,"„‚˜",11,3,2,25,51,24,69.5400009155273,12.5,24,79.7099990844727,0,1,0,0,0,0,2,70.75,12.5,48,79.6449966430664,6.25,48,0,,,3,3905,3
4,21216,20,9,11,5,2,2,1,"8",1,1,7,69,14,60,69,15,8540,"…‡˜",12,39,1,20,20,15,68.8000030517578,60,14,69.2900009155273,7.09999990463257,1,0,0,0,0,1,68.8000030517578,60,15,69.2900009155273,7.09999990463257,14,0,,,39,8540,39
4,21221,67,32,35,12,1,1,1,"1",2,2,16,76,64,12.6999998092651,79,63,1222,"‰™‰ šŽ˜",11,6,1,35,67,31,76.9700012207031,12.8999996185303,32,72.5299987792969,25,1,0,0,1,0,2,76.9700012207031,12.8999996185303,31,72.5299987792969,25,32,0,,,6,1222,6
4,21221,67,32,35,12,1,1,1,"1",2,2,16,76,64,12.6999998092651,79,63,1222,"‰™‰ šŽ˜",11,6,2,32,67,32,80.9665603637695,12.5062503814697,32,79.4700012207031,7,,1,0,1,0,2,76.9700012207031,12.8999996185303,31,72.5299987792969,25,32,1,32,32,6,1222,6
4,21227,109,57,52,19,2,1,1,"",3,3,8,77,91,54.3499984741211,61,92,3046,"…„‰Œ€ „ƒ™",12,4,1,37,109,22,63.9500007629395,54.5,22,74.5500030517578,18.2000007629395,1,0,0,0,0,3,62.5295448303223,57.5727272033691,66,77.7604522705078,7.58181810379028,66,0,,,4,3046,4
4,21227,109,57,52,19,2,1,1,"",3,3,8,77,91,54.3499984741211,61,92,3046,"…„‰Œ€ „ƒ™",12,4,2,36,109,19,56.9500007629395,63.2000007629395,19,80.1100006103516,0,1,0,0,0,0,3,62.5295448303223,57.5727272033691,66,77.7604522705078,7.58181810379028,66,0,,,4,3046,4
4,21227,109,57,52,19,2,1,1,"",3,3,8,77,91,54.3499984741211,61,92,3046,"…„‰Œ€ „ƒ™",12,4,3,36,109,25,65.5199966430664,56,25,78.8000030517578,4,1,0,0,0,0,3,62.5295448303223,57.5727272033691,66,77.7604522705078,7.58181810379028,66,0,,,4,3046,4
4,21229,17,8,9,6,2,1,1,"1",1,1,18,81,17,17.6499996185303,79,17,1420,"—’‰ „ƒ™",12,5,1,17,17,17,79.3499984741211,17.6000003814697,17,80.9400024414062,17.6000003814697,1,0,0,0,0,1,79.3499984741211,17.6000003814697,17,80.9400024414062,17.6000003814697,17,0,,,5,1420,5
4,21233,12,6,6,5,1,2,1,"6",1,1,0,74,13,0,82,13,6148,"„˜Ž…™",11,32,1,12,12,13,81.8499984741211,0,13,74.3099975585938,0,1,0,0,0,0,1,81.8499984741211,0,13,74.3099975585938,0,13,0,,,32,6148,32
